Timestamp,Residents,Apartment_Type,Temperature,Humidity,Water_Price,Period_Consumption_Index,Income_Level,Guests,Amenities,Appliance_Usage,Water_Consumption
26/07/2009 00,4,3BHK,34.48,47.68,1.86,1.29,Upper Middle,1,Jacuzzi,0.0,332.77
13/05/2005 16,2,Cottage,12.83,54.18,1.62,1.07,Middle,0,Garden,0.0,82.82
07/09/2007 16,5,3BHK,17.79,51.86,1.92,1.17,Rich,0,,0.0,234.48
16/03/2007 00,4,2BHK,15.32,52.77,1.04,1.36,bA-^J,0,,1.0,194.26
06/09/2011 16,3,1BHK,14.53,59.01,1.61,1.45,Low,1,,0.0,138.18
24/07/2013 16,2,Studio,17.98,55.77,1.0,1.46,Low,0,,,92.98
21/02/2006 08,5,Detached,17.37,49.54,1.63,1.11,Rich,0,,0.0,227.32
18/07/2014 16,4,2BHK,24.91,50.23,2.55,1.44,Cm+_d,0,Swimming Pool,1.0,301.13
29/03/2010 16,4,Bungalow,11.72,57.9,2.77,1.12,Rich,0,,0.0,154.37
06/10/2002 00,5,2BHK,20.57,55.55,2.47,1.0,Upper Middle,1,Fountain,0.0,217.38
08/04/2004 16,2,1BHK,29.04,53.16,1.28,0.92,Middle,0,Jacuzzi,1.0,114.35
24/07/2013 08,4,2BHK,33.6,35.93,1.46,1.13,Middle,1,Jacuzzi,0.0,221.65
11/02/2009 08,3,3BHK,30.67,53.0,2.01,1.03,Upper Middle,0,,0.0,139.43
28/10/2009 16,3,Bungalow,25.26,38.11,2.42,1.18,Upper Middle,0,,0.0,151.61
28/10/2008 08,-44,1BHK,27.3,40.62,1.52,1.3,Middle,1,,0.0,173.7
08/04/2013 08,2,Cottage,13.23,59.33,1.8,0.96,Middle,0,,1.0,78.29
29/05/2010 16,3,1BHK,25.01,40.46,1.1,1.32,Middle,1,Garden,0.0,185.38
28/12/2006 08,2,Cottage,22.47,34.02,1.79,0.97,Middle,1,Fountain,0.0,126.49
08/10/2008 00,5,2BHK,16.71,34.77,1.64,1.24,Middle,1,Swimming Pool,1.0,350.51
22/01/2002 16,5,Bungalow,25.81,43.61,2.98,1.01,Upper Middle,0,Swimming Pool,0.0,217.59
15/06/2008 16,4,Bungalow,23.27,64.42,1.68,0.98,Upper Middle,0,Jacuzzi,0.0,159.38
13/01/2008 16,5,3BHK,11.62,69.81,2.51,1.16,Upper Middle,0,,0.0,158.13
07/09/2010 08,3,Bungalow,34.36,61.23,2.52,1.04,Upper Middle,0,Swimming Pool,0.0,158.55
06/11/2003 16,5,2BHK,27.92,66.56,1.91,1.49,Upper Middle,0,Garden,0.0,237.33
17/09/2003 00,5,Bungalow,10.82,71.46,2.52,1.41,Upper Middle,0,Garden,0.0,181.89
29/04/2002 00,3,3BHK,19.52,58.07,1.97,0.81,Rich,0,Garden,1.0,139.09
22/11/2006 16,3,3BHK,25.26,70.61,1.93,1.09,Rich,0,Garden,0.0,155.45
06/05/2009 00,4,Bungalow,33.65,70.07,2.36,0.84,Upper Middle,0,Garden,0.0,115.55
26/07/2012 08,5,Bungalow,21.95,63.99,1.82,1.45,Upper Middle,1,,1.0,295.56
16/10/2012 16,2,Cottage,,56.09,1.77,0.95,Middle,0,Swimming Pool,0.0,96.53
07/05/2006 08,3,1BHK,31.98,7@YXn,1.47,1.39,Low,0,Fountain,,136.93
16/06/2009 08,5,2BHK,13.44,54.42,1.77,0.81,Middle,0,,0.0,109.19
10/05/2012 08,3,3BHK,27.24,62.92,2.93,1.44,Rich,0,,1.0,229.8
13/01/2011 16,3,2BHK,,60.48,2.77,1.49,Upper Middle,0,Swimming Pool,0.0,195.67
05/02/2005 16,3,1BHK,20.17,42.46,1.52,1.38,Low,0,,0.0,129.33
17/09/2012 08,5,Bungalow,28.33,54.65,1.79,1.38,9OBL`,1,Garden,0.0,291.1
03/03/2006 16,4,,23.23,60.47,2.6,1.09,Upper Middle,0,Swimming Pool,0.0,181.77
08/11/2004 08,5,2BHK,17.73,30.86,1.55,1.19,Middle,0,Garden,1.0,235.74
10/08/2009 00,3,Cottage,20.4,50.68,1.31,1.01,Middle,0,,1.0,115.53
14/04/2002 00,2,Studio,14.25,50.05,1.61,1.0,Low,0,,,62.2
13/10/2007 00,3,Cottage,23.31,55.99,1.1,1.43,Middle,0,Swimming Pool,0.0,185.02
16/03/2009 16,4,Detached,30.01,45.02,1.72,0.99,Rich,1,Swimming Pool,0.0,312.19
30/12/2013 16,2,1BHK,15.46,55.96,1.31,1.25,Middle,1,,0.0,112.95
13/04/2012 00,2,Cottage,28.92,49.67,1.54,1.46,Middle,0,Garden,0.0,133.72
22/12/2005 08,4,2BHK,10.91,39.76,1.21,0.88,Middle,0,Garden,1.0,137.63
04/07/2013 16,4,Bungalow,10.45,72.96,-11.0,0.95,Upper Middle,1,Garden,0.0,123.12
24/06/2010 16,4,2BHK,25.17,54.76,1.36,1.11,Middle,1,,0.0,174.43
05/08/2008 00,3,Cottage,27.52,52.82,1.14,1.1,Middle,1,,0.0,138.93
10/04/2005 16,2,Studio,19.08,53.06,1.22,0.95,Low,0,Garden,1.0,73.84
29/07/2013 16,4,3BHK,15.89,51.31,2.43,1.33,Upper Middle,0,Fountain,0.0,224.93
11/05/2004 00,5,2BHK,11.72,51.19,1.91,1.06,Upper Middle,0,Fountain,0.0,187.62
08/09/2012 08,4,Bungalow,34.98,51.46,2.95,1.38,Rich,1,Swimming Pool,0.0,371.33
12/07/2004 08,4,2BHK,24.15,36.76,2.69,1.12,Upper Middle,1,Swimming Pool,0.0,261.08
24/05/2006 00,4,Bungalow,27.08,46.28,1.83,0.96,Upper Middle,0,Jacuzzi,1.0,207.85
14/03/2011 08,3,Cottage,21.06,+X=u5,1.61,0.86,Middle,0,Fountain,0.0,90.38
13/09/2010 08,4,3BHK,33.89,42.11,2.24,1.03,Upper Middle,0,,1.0,206.69
23/08/2006 16,2,Cottage,29.24,52.93,1.47,0.83,Middle,1,,0.0,85.56
13/02/2009 16,3,2BHK,28.47,41.06,1.72,0.86,,1,Jacuzzi,0.0,157.65
20/09/2006 16,4,2BHK,29.93,45.44,1.67,1.04,Middle,0,,0.0,148.55
26/02/2007 16,5,3BHK,33.69,46.43,2.39,1.29,Rich,0,Swimming Pool,0.0,384.4
05/12/2004 16,4,Bungalow,16.93,65.73,1.97,1.45,Rich,1,Swimming Pool,1.0,370.76
09/12/2009 00,4,Bungalow,30.94,40.23,2.32,1.03,Rich,0,Jacuzzi,0.0,239.81
25/07/2005 16,2,Cottage,22.77,37.72,1.55,0.94,Middle,0,,0.0,84.03
18/07/2012 08,2,Cottage,18.2,a;Z(E,1.76,1.44,Middle,0,Garden,1.0,138.6
07/03/2003 16,2,Cottage,31.05,27.35,1.48,1.34,Middle,0,,1.0,156.53
10/01/2009 08,4,2BHK,18.78,62.72,1.65,1.14,Upper Middle,0,,,145.27
17/04/2014 16,4,Bungalow,28.9,48.25,2.58,1.03,Rich,1,Swimming Pool,1.0,317.03
19/01/2009 16,2,1BHK,33.55,56.73,1.78,1.38,Low,0,,0.0,105.76
07/10/2012 00,3,2BHK,18.07,35.05,1.25,0.9,Middle,0,Fountain,1.0,148.86
04/03/2004 00,4,Detached,27.44,68.53,2.4,0.93,Rich,1,Swimming Pool,1.0,272.15
31/10/2011 00,3,1BHK,34.35,48.71,1.63,1.02,Middle,1,Jacuzzi,,169.84
05/02/2010 16,2,Studio,22.15,50.52,1.38,1.3,Low,0,Garden,0.0,91.06
26/04/2005 08,4,2BHK,17.42,64.32,2.55,1.34,Upper Middle,0,Swimming Pool,1.0,238.05
21/10/2005 16,2,1BHK,11.78,56.27,1.14,1.08,Middle,0,Swimming Pool,1.0,118.36
07/05/2009 00,5,2BHK,10.02,61.75,2.74,0.85,Upper Middle,0,,0.0,109.96
13/11/2012 08,3,1BHK,30.5,42.62,1.62,1.45,Low,0,,0.0,146.34
15/07/2014 00,1,Studio,,45.26,1.37,1.39,Low,0,,0.0,76.12
16/02/2005 16,5,2BHK,16.21,60.21,1.77,0.98,Upper Middle,0,,1.0,164.11
13/01/2006 16,2,1BHK,25.89,45.56,1.43,1.23,Middle,0,,1.0,124.13
03/01/2003 00,3,Cottage,24.98,43.57,1.03,1.06,Middle,0,,0.0,116.71
12/10/2012 08,3,2BHK,14.95,59.41,1.67,1.3,Middle,-1,Swimming Pool,0.0,163.69
05/05/2008 00,3,2BHK,,45.16,1.23,1.06,Middle,0,,1.0,146.94
09/03/2014 08,3,Bungalow,17.33,53.44,1.72,1.2,Upper Middle,0,Jacuzzi,1.0,194.7
19/12/2004 08,4,Bungalow,16.47,60.67,2.86,1.09,Upper Middle,0,Garden,0.0,136.63
09/01/2006 16,5,3BHK,34.31,50.29,2.74,0.87,Upper Middle,0,Garden,0.0,169.63
12/10/2005 00,-88,2BHK,28.54,67.18,2.95,1.44,Upper Middle,0,Swimming Pool,0.0,268.25
31/03/2005 16,3,Cottage,24.32,65.72,1.26,1.12,Middle,1,,1.0,143.4
25/08/2002 08,-55,Bungalow,27.25,35.82,2.56,1.46,Rich,0,Fountain,0.0,371.31
09/02/2002 08,5,3BHK,20.78,76.94,1.8,1.45,Rich,0,,0.0,247.84
06/11/2003 00,3,1BHK,24.34,46.89,1.2,1.36,8TVie,0,,0.0,130.36
13/03/2006 16,2,Studio,13.48,51.32,1.32,1.03,Low,0,,0.0,64.07
01/05/2012 08,5,3BHK,27.16,68.88,1.92,1.12,Upper Middle,0,,0.0,181.29
06/08/2007 08,2,Cottage,14.52,37.04,1.33,1.44,Middle,0,,0.0,121.67
11/02/2012 00,5,2BHK,29.3,61.2,2.84,1.47,Upper Middle,0,,0.0,223.22
28/01/2013 00,4,2BHK,10.84,65.29,1.12,0.94,Middle,0,,0.0,102.01
26/04/2011 00,3,Cottage,18.68,55.06,1.61,1.08,Middle,0,,0.0,101.56
23/04/2014 00,3,2BHK,31.9,64.68,1.18,1.31,Middle,1,,0.0,172.02
03/03/2011 16,5,3BHK,34.18,73.84,2.71,1.34,Upper Middle,0,Swimming Pool,0.0,275.18
23/12/2009 16,3,3BHK,30.76,59.49,2.56,0.98,Upper Middle,0,Fountain,0.0,148.66
09/10/2006 08,5,,33.11,53.74,2.56,0.84,Upper Middle,1,Jacuzzi,0.0,231.07
12/02/2014 08,3,1BHK,28.92,42.69,1.39,1.21,Low,-1,,0.0,121.68
10/04/2006 08,3,3BHK,32.89,52.16,2.92,1.0,Rich,1,Swimming Pool,1.0,279.73
26/07/2006 16,4,2BHK,12.13,57.83,1.38,0.87,Middle,0,,1.0,114.82
29/03/2010 00,3,Bungalow,15.76,55.38,2.88,0.92,Upper Middle,0,,0.0,95.77
14/09/2011 00,3,Cottage,19.62,54.81,1.43,1.23,Middle,0,Garden,1.0,142.61
25/11/2005 08,4,Bungalow,17.82,53.23,2.2,1.31,IHP2G,1,Swimming Pool,0.0,318.16
29/03/2007 00,1,Studio,34.08,55.44,1.22,1.2,Low,0,Fountain,0.0,80.21
28/09/2012 08,3,1BHK,,45.1,1.5,1.2,Low,0,,0.0,102.91
14/09/2013 08,3,Bungalow,17.6,67.34,1.84,1.35,Rich,0,Swimming Pool,1.0,243.57
29/12/2006 08,2,Studio,22.85,31.47,1.54,1.3,Low,-1,,0.0,97.78
23/04/2007 16,5,3BHK,21.47,38.55,1.94,1.07,Upper Middle,0,,0.0,202.24
22/01/2003 00,2,1BHK,18.78,48.03,1.02,1.41,Middle,0,Garden,0.0,123.36
25/12/2011 16,2,1BHK,12.04,56.68,1.54,1.03,Low,0,,0.0,66.58
04/08/2009 00,5,3BHK,32.02,43.13,2.6,1.32,Upper Middle,0,Swimming Pool,0.0,332.33
30/01/2002 00,3,1BHK,19.01,65.05,1.43,1.34,Middle,0,,0.0,118.51
11/11/2008 00,5,2BHK,28.22,66.2,1.64,1.43,Middle,0,Swimming Pool,0.0,261.17
01/02/2005 08,2,1BHK,34.42,77.79,1.62,0.96,Low,0,Jacuzzi,1.0,91.17
26/10/2012 00,3,1BHK,13.15,53.16,1.78,1.5,Middle,1,Jacuzzi,0.0,202.73
07/06/2010 08,4,Bungalow,10.39,41.44,2.43,1.36,Upper Middle,0,,0.0,178.05
15/05/2002 08,1,Studio,15.0,71.35,1.2,0.85,Low,0,Garden,0.0,37.8
10/06/2014 08,3,1BHK,,53.85,1.78,1.16,Middle,0,Fountain,0.0,127.54
21/01/2005 16,3,Cottage,20.62,47.47,1.26,1.39,Middle,0,,0.0,142.4
23/08/2012 16,2,Cottage,,65.63,1.13,0.81,Middle,0,Garden,1.0,79.5
24/08/2014 00,2,1BHK,19.42,52.69,1.39,1.01,Middle,0,Jacuzzi,0.0,100.43
03/01/2011 00,3,1BHK,18.01,79.31,1.65,1.07,Middle,0,Fountain,1.0,114.59
28/10/2007 00,3,Cottage,22.56,44.64,1.46,1.48,Middle,-1,Garden,0.0,162.73
18/01/2004 00,3,Cottage,30.73,61.14,1.26,1.42,Middle,0,,0.0,143.07
09/02/2011 16,4,Detached,22.43,54.67,2.38,1.21,Rich,1,Jacuzzi,,313.03
15/06/2013 00,2,Studio,33.29,52.68,1.09,0.9,Low,0,Garden,0.0,68.86
21/05/2010 08,2,Studio,10.96,46.33,1.34,1.48,Low,0,Garden,1.0,111.93
05/10/2007 08,2,Cottage,11.03,57.85,1.43,0.86,Middle,1,,1.0,84.87
09/12/2002 08,4,3BHK,17.41,54.41,1.89,1.18,,0,Swimming Pool,0.0,261.81
27/05/2014 16,5,3BHK,27.9,:<+JW,2.95,1.14,Upper Middle,0,,0.0,201.37
18/11/2011 08,3,Bungalow,34.85,56.35,1.77,0.87,Rich,-1,Swimming Pool,0.0,170.42
14/01/2007 00,2,Studio,17.39,68.73,1.47,0.87,Low,0,Garden,0.0,51.26
23/03/2004 00,-99,1BHK,33.37,36.44,1.6,1.32,,0,,1.0,133.6
15/02/2009 08,2,1BHK,19.83,57.03,1.32,1.22,Low,0,,1.0,98.34
19/08/2010 16,4,3BHK,22.33,61.64,2.09,1.39,,0,,0.0,196.29
02/11/2006 00,4,3BHK,14.15,49.44,2.7,0.97,Upper Middle,1,,0.0,162.18
03/03/2003 00,3,2BHK,13.73,44.34,1.75,0.92,Middle,0,,0.0,97.65
12/11/2003 16,3,Cottage,10.14,59.36,1.35,1.19,Middle,1,Fountain,0.0,146.78
02/04/2010 00,2,1BHK,22.95,69.37,1.29,0.85,Middle,1,Fountain,0.0,89.88
18/07/2007 16,5,2BHK,20.21,69.6,2.33,0.98,Upper Middle,0,Jacuzzi,1.0,192.06
16/09/2006 00,5,,14.93,53.66,1.24,1.1,Middle,1,Garden,0.0,194.33
21/04/2003 00,5,3BHK,25.97,60.27,2.08,1.32,Rich,0,Fountain,0.0,316.37
03/08/2006 16,2,Cottage,22.73,59.78,1.36,0.1769017040064409,Middle,1,,1.0,86.6
27/10/2006 08,4,Bungalow,16.06,62.07,2.89,1.16,Upper Middle,0,Jacuzzi,1.0,195.82
11/11/2009 08,5,2BHK,12.89,50.83,1.1,1.07,Middle,1,,1.0,209.83
16/05/2003 16,5,Detached,26.21,61.19,2.13,0.95,Rich,1,Swimming Pool,1.0,338.62
13/06/2014 16,3,1BHK,22.41,47.25,1.68,0.96,Middle,0,Swimming Pool,0.0,126.65
12/12/2012 00,4,2BHK,30.01,56.64,1.73,1.08,Middle,0,Jacuzzi,0.0,178.49
12/01/2014 00,4,3BHK,18.93,41.33,2.38,1.25,Upper Middle,0,,0.0,193.21
25/08/2014 00,3,,34.72,50.55,1.39,1.46,Middle,1,,0.0,195.03
18/12/2012 16,4,2BHK,30.41,49.83,1.76,0.82,Middle,0,Jacuzzi,0.0,141.96
15/07/2007 08,3,Bungalow,25.98,43.74,1.78,1.02,Upper Middle,0,,0.0,131.72
15/08/2002 00,3,Bungalow,24.74,44.67,2.01,1.48,Rich,0,Jacuzzi,0.0,274.0
05/05/2007 08,3,2BHK,23.68,50.26,1.69,1.19,Middle,0,,0.0,131.84
20/11/2010 00,2,1BHK,24.31,48.42,1.09,1.42,Middle,0,,0.0,122.71
22/10/2006 00,2,Studio,34.55,p^k*Y,1.54,0.86,Low,0,Swimming Pool,0.0,79.33
26/12/2009 00,2,1BHK,21.05,53.04,1.46,1.5,Middle,1,Jacuzzi,0.0,180.22
15/12/2009 00,5,2BHK,16.96,60.31,1.46,0.9,Middle,0,Garden,0.0,127.93
12/08/2006 08,-99,,30.71,58.35,1.03,1.09,Middle,1,Jacuzzi,0.0,170.88
05/10/2006 08,2,1BHK,27.51,62.35,1.04,1.49,6Xe3/,0,Garden,0.0,114.11
12/02/2009 16,1,Studio,17.12,51.77,1.22,1.24,Low,1,,0.0,74.13
23/12/2002 16,2,1BHK,17.19,63.19,1.53,0.93,Middle,0,Jacuzzi,0.0,84.06
15/05/2008 00,3,2BHK,,44.97,1.88,1.3,Upper Middle,0,,0.0,153.77
10/07/2013 08,2,1BHK,27.93,32.58,1.11,0.95,Low,0,Jacuzzi,1.0,120.6
06/04/2004 16,5,2BHK,16.52,48.29,-22.0,1.1,Middle,1,,0.0,194.41
17/08/2012 00,4,Bungalow,12.29,67.28,2.0,1.35,Upper Middle,0,Jacuzzi,0.0,192.56
04/02/2005 16,5,Bungalow,,y}B0Q,1.99,1.15,Rich,0,Jacuzzi,0.0,268.18
02/01/2003 08,3,1BHK,26.56,40.37,1.23,0.93,Middle,0,Jacuzzi,0.0,131.5
03/01/2007 00,4,3BHK,30.61,38.99,2.22,1.05,Upper Middle,0,,0.0,183.23
08/10/2009 00,4,3BHK,28.94,39.92,2.96,0.89,Upper Middle,0,Fountain,0.0,175.78
01/01/2012 00,3,3BHK,16.66,59.32,1.95,0.99,,0,Fountain,0.0,137.83
20/05/2002 08,3,Cottage,31.86,51.84,1.33,1.36,Middle,1,,0.0,176.96
06/06/2011 08,5,3BHK,14.79,54.12,2.74,1.49,Upper Middle,1,,0.0,278.27
24/04/2007 16,4,3BHK,15.39,62.57,1.78,1.12,Upper Middle,0,,0.0,149.71
25/08/2013 16,3,2BHK,33.05,43.59,1.44,0.85,Middle,0,Fountain,0.0,129.28
12/10/2003 00,3,,21.18,59.86,1.15,1.3,Middle,0,,0.0,123.34
23/12/2008 16,4,3BHK,33.54,43.98,2.42,1.08,Rich,0,Garden,0.0,227.58
17/01/2005 00,4,2BHK,15.37,57.82,1.58,1.39,Middle,1,,0.0,194.37
06/02/2004 08,5,3BHK,11.18,56.54,2.89,0.89,Rich,0,Jacuzzi,0.0,194.15
26/10/2009 00,5,Bungalow,21.45,46.42,1.51,1.19,Upper Middle,1,Swimming Pool,1.0,361.97
27/10/2009 00,4,3BHK,24.43,57.11,2.09,1.01,Upper Middle,1,,1.0,206.86
30/06/2014 16,2,Cottage,28.29,44.34,1.77,0.86,Middle,0,,0.0,76.64
11/03/2002 08,5,2BHK,11.5,72.32,1.51,0.97,Middle,0,,0.0,113.92
02/09/2010 16,3,2BHK,24.66,35.61,1.36,1.38,Middle,0,Garden,0.0,180.91
12/05/2005 08,2,Studio,24.32,63.09,1.66,1.01,Low,0,,0.0,62.41
01/04/2012 16,3,Cottage,28.8,47.99,1.59,1.09,Middle,0,Swimming Pool,1.0,175.44
14/08/2008 00,3,Cottage,18.68,52.59,1.36,0.84,Middle,1,Swimming Pool,1.0,146.45
02/06/2014 08,5,2BHK,20.99,56.94,1.13,1.01,Middle,1,Garden,0.0,185.88
26/06/2002 00,3,Bungalow,17.53,62.2,1.77,1.17,Rich,0,,1.0,168.52
12/11/2006 08,3,1BHK,34.52,51.02,1.56,1.11,Middle,1,Swimming Pool,0.0,190.93
17/09/2002 16,2,1BHK,26.75,56.27,1.33,1.34,Low,0,,0.0,99.99
29/08/2002 16,5,3BHK,14.36,47.63,1.7,1.21,Upper Middle,0,Fountain,0.0,247.88
28/01/2010 16,2,Cottage,21.63,59.73,1.19,1.43,,1,Garden,0.0,140.81
10/02/2010 00,3,1BHK,18.41,60.9,1.35,1.1,Middle,0,Garden,1.0,121.67
13/09/2003 00,2,Cottage,34.16,50.94,1.43,1.08,\SO\r,0,Garden,0.0,102.14
03/11/2012 08,4,3BHK,31.77,51.74,2.66,1.37,,0,Garden,1.0,260.44
20/03/2014 08,5,,19.67,65.96,1.76,1.41,Middle,0,Jacuzzi,0.0,229.6
29/10/2012 00,2,1BHK,25.67,45.86,1.72,0.93,Middle,0,,0.0,80.52
06/08/2013 00,2,1BHK,14.13,48.95,1.34,0.95,Middle,0,Fountain,0.0,89.03
27/10/2003 00,2,1BHK,13.1,59.67,1.67,1.48,Middle,0,Jacuzzi,0.0,131.15
17/02/2004 08,5,2BHK,11.56,46.53,1.34,1.08,Middle,0,,1.0,176.92
26/02/2014 08,3,1BHK,24.99,19.2,1.17,1.46,,0,Swimming Pool,0.0,239.3
15/10/2007 00,3,3BHK,26.17,64.85,2.9,1.27,Upper Middle,0,,0.0,146.42
14/06/2010 16,3,Cottage,18.65,45.25,1.77,1.05,Middle,0,Jacuzzi,1.0,149.99
28/01/2009 00,4,3BHK,32.06,*A\_\,2.71,1.04,Upper Middle,1,Swimming Pool,0.0,283.53
02/08/2007 00,4,2BHK,34.77,26.32,2.0,1.13,Upper Middle,0,Fountain,1.0,279.45
27/02/2005 00,2,1BHK,26.79,39.99,1.22,1.26,Middle,0,Garden,0.0,122.31
01/07/2014 16,5,Bungalow,28.15,50.68,2.05,0.84,Rich,0,Fountain,0.0,200.12
13/08/2011 08,2,Cottage,31.27,32.35,1.51,1.2,Middle,1,Swimming Pool,0.0,186.07
22/09/2008 08,3,Bungalow,28.27,44.13,2.11,1.22,Upper Middle,0,Garden,0.0,165.01
17/01/2012 00,5,2BHK,31.02,60.45,1.18,1.38,Middle,0,Jacuzzi,0.0,264.08
18/12/2009 00,-99,2BHK,12.78,61.48,1.8,1.47,Middle,0,Swimming Pool,0.0,242.53
05/01/2007 16,3,Bungalow,18.25,63.46,2.57,1.12,Upper Middle,0,Garden,,120.07
27/04/2009 00,4,2BHK,31.81,57.01,1.43,1.2,Middle,0,Garden,0.0,169.95
15/02/2006 00,3,Bungalow,20.01,61.11,1.69,1.584217511785087,Upper Middle,0,Jacuzzi,1.0,149.06
07/02/2011 00,3,Bungalow,14.21,59.06,2.82,1.4,Upper Middle,0,Fountain,0.0,168.63
09/09/2006 16,3,Cottage,27.36,50.83,1.3,0.98,Middle,0,Garden,0.0,108.24
24/09/2014 00,2,1BHK,33.07,62.73,1.72,1.0,Middle,1,Swimming Pool,0.0,126.83
26/08/2012 08,2,Cottage,30.57,46.02,1.1,1.36,Middle,1,Swimming Pool,0.0,196.27
27/03/2002 16,2,Studio,19.56,39.47,1.03,1.07,Low,0,,0.0,76.5
28/12/2011 00,4,2BHK,27.79,61.97,1.33,1.21,Middle,0,,0.0,153.75
26/08/2011 00,2,Studio,14.53,49.65,1.16,1.23,Low,0,Garden,0.0,82.28
05/01/2013 00,1,,32.04,55.9,1.42,1.21,Low,0,,0.0,65.5
16/03/2012 16,2,1BHK,30.31,]RkcV,1.32,1.38,Low,0,,0.0,101.39
08/03/2010 08,2,Cottage,23.55,47.28,1.4,1.23,Middle,1,Garden,1.0,151.48
13/04/2013 08,3,Bungalow,22.06,66.07,2.97,1.36,Rich,0,Swimming Pool,1.0,242.17
23/04/2005 08,3,3BHK,21.32,58.3,1.91,1.07,Rich,1,Swimming Pool,0.0,241.92
23/08/2002 00,3,Cottage,29.18,66.95,1.45,0.84,Middle,0,Swimming Pool,0.0,104.1
29/11/2004 00,2,Studio,11.86,53.83,1.45,1.14,Low,0,Swimming Pool,0.0,88.91
17/06/2002 16,3,Bungalow,28.15,46.24,2.55,0.98,Upper Middle,0,,0.0,122.03
18/09/2008 00,2,1BHK,26.74,47.01,1.75,1.03,Low,0,,0.0,79.82
09/04/2013 08,3,Cottage,24.41,34.23,1.69,1.27,Middle,1,,0.0,171.28
19/12/2006 16,5,2BHK,28.49,46.38,2.51,0.9,Upper Middle,0,,0.0,153.39
02/05/2004 00,4,3BHK,32.38,47.27,2.0,1.27,Rich,0,,0.0,253.93
10/10/2002 16,2,1BHK,34.32,58.75,1.25,1.15,Middle,0,,0.0,99.69
20/01/2004 08,4,3BHK,30.22,56.73,1.68,1.39,Rich,0,Jacuzzi,0.0,324.58
16/02/2007 00,5,2BHK,20.48,52.34,2.11,1.2,Upper Middle,0,Swimming Pool,0.0,243.54
05/05/2002 00,5,Detached,17.15,NJ='U,2.8,0.99,Rich,1,Garden,0.0,222.21
27/04/2013 00,4,Bungalow,22.37,55.77,2.21,1.22,"u,4\_",0,Jacuzzi,0.0,203.49
08/11/2006 08,3,Bungalow,22.13,42.2,1.91,0.88,Rich,0,Fountain,0.0,156.81
25/01/2011 00,4,3BHK,27.58,69.13,2.09,0.98,Upper Middle,1,Jacuzzi,1.0,235.23
21/06/2009 00,2,Studio,33.13,47.91,1.38,1.05,Low,0,Garden,0.0,81.48
03/11/2006 16,2,1BHK,34.4,41.52,1.02,1.21,Low,0,Garden,0.0,112.63
12/09/2005 16,5,Bungalow,22.65,57.9,1.59,1.47,Rich,1,Garden,0.0,344.38
05/08/2005 08,3,1BHK,33.22,58.71,1.18,1.35,,0,Garden,0.0,148.93
16/09/2007 00,4,2BHK,14.5,67.45,2.44,1.3,Upper Middle,0,Jacuzzi,0.0,184.78
23/08/2014 08,-66,1BHK,17.53,73.23,1.27,0.91,Low,1,Garden,0.0,85.12
28/08/2009 00,2,Studio,22.43,52.7,1.25,1.29,Low,1,Garden,0.0,108.28
07/06/2012 00,2,Cottage,17.67,45.93,1.17,1.21,Middle,0,,0.0,100.61
29/07/2013 00,3,Cottage,17.15,43.17,1.24,1.17,Middle,1,Garden,0.0,150.97
20/09/2005 16,1,Studio,27.24,61.48,1.77,1.22,Low,0,,0.0,60.16
29/11/2002 08,2,Cottage,28.58,53.51,1.65,1.06,Middle,1,Garden,0.0,112.12
15/12/2005 00,3,2BHK,32.91,52.94,1.37,0.9,Middle,0,,0.0,107.11
30/03/2011 16,3,Bungalow,20.3,52.51,2.48,1.49,Rich,0,Swimming Pool,0.0,256.23
28/01/2003 00,-33,Cottage,21.26,49.87,1.4,0.6810619399059568,Middle,0,,0.0,110.85
20/05/2014 08,3,Cottage,34.2,44.86,1.71,1.11,Middle,0,Jacuzzi,0.0,157.85
03/07/2002 16,3,1BHK,25.87,30.1,1.52,1.33,Low,0,,0.0,140.45
02/06/2006 08,3,Cottage,12.17,63.47,1.41,0.99,Middle,0,Garden,0.0,87.71
28/12/2005 08,4,Bungalow,22.67,38.31,1.55,1.43,Upper Middle,1,Fountain,0.0,319.62
11/03/2005 16,3,2BHK,13.59,25.62,1.5,1.3,Middle,0,,0.0,156.19
06/06/2008 16,5,3BHK,20.77,38.07,2.77,1.38,Upper Middle,0,Fountain,,300.26
09/03/2008 16,2,Studio,28.92,56.59,1.56,1.681628189211303,Low,1,,0.0,82.35
09/08/2011 08,3,2BHK,14.91,53.81,1.63,0.95,Upper Middle,0,,0.0,105.1
22/10/2008 00,2,1BHK,19.13,42.04,1.35,1.25,Middle,1,Garden,0.0,134.5
21/08/2012 08,2,Cottage,20.87,58.65,1.11,1.37,Middle,0,Garden,0.0,112.69
30/09/2012 00,1,Studio,18.19,53.31,1.08,1.01,Low,0,Garden,0.0,53.12
22/09/2006 08,1,Studio,15.03,45.47,1.71,1.05,Low,0,,0.0,52.38
28/04/2007 00,5,Detached,22.7,61.54,-55.0,0.8,Rich,1,Swimming Pool,0.0,232.03
14/07/2007 16,4,2BHK,11.1,49.53,2.43,0.9,Upper Middle,0,,0.0,113.39
26/11/2008 00,3,Cottage,13.3,51.88,1.5,0.93,Middle,0,,0.0,86.0
29/06/2010 16,3,1BHK,27.97,58.35,1.08,1.31,Middle,0,Fountain,0.0,159.76
11/04/2005 00,4,2BHK,,39.31,1.67,1.21,q.4ZK,0,,0.0,169.68
